launcher-agy	farmerbob-core	glm-53-flash
price-refresh	farmerbob-core	codex-luna
conform-graft	farmerbob-core	gemini-38-flash
verdict-gate	farmerbob-core	gemini-38-flash
sem-slots	farmerbob-core	codex-luna
live-count	fb	glm-53-flash
