critique-plan	farmerbob-core	glm-53-flash
prove-veto	farmerbob-core	codex-luna
stage-key	farmerbob-core	gemini-38-flash
admit-queue	farmerbob-core	or-nemotron-ultra
rubric-carry	farmerbob-core	or-deepseek-v4-flash
status-port	fb	or-nex-n25-pro
launcher-agy	farmerbob-core	or-ling-30-flash
