divergence	farmerbob-core	or-muse-spark,or-hy3
cost-attr	farmerbob-core	or-hy4-preview,codex-luna
corpus	farmerbob-core	glm-53-flash,or-deepseek-v4-flash
adjudicate	farmerbob-core	or-luna-pro,or-qwen38-max
